,Oil,US Bonds,US Dollar,Euro,Alternative Oil (Exxon),Gold,Japanese Yen,Natural Gas,US Economy (Spy)
2533,30.55,5.493,109.89,0.9384,42.4,267.4,114.82,5.706,1354.3
2534,30.35,5.501,110.77,0.9309,42.17,265.4,114.76,5.764,1352.3
2535,31.27,5.536,110.89,0.9282,42.18,264.9,116.35,6.235,1340.9
2536,31.59,5.532,112.06,0.9188,42.25,262.2,116.65,6.158,1332.5
2537,31.03,5.39,111.52,0.9247,42.93,262.0,117.57,6.21,1314.8
2538,30.51,5.418,111.19,0.9314,42.88,262.7,117.49,5.821,1330.3
2539,30.36,5.415,111.96,0.9209,42.4,262.2,116.69,6.019,1318.8
2540,29.71,5.449,112.04,0.9183,41.97,261.2,116.48,5.518,1315.9
2541,28.8,5.491,113.2,0.9047,41.25,256.9,115.44,5.594,1326.6
2542,29.16,5.453,112.26,0.9131,42.01,259.8,115.74,5.568,1301.5
2543,28.58,5.459,112.82,0.9123,41.9,257.6,115.69,5.278,1278.9
2544,28.53,5.487,113.12,0.9096,41.76,259.4,116.55,5.146,1255.3
2545,28.82,5.527,113.34,0.9052,42.1,259.8,117.11,5.142,1252.8
2546,29.04,5.482,112.03,0.9176,41.75,262.1,115.84,5.131,1245.9
2547,28.42,5.435,112.77,0.9118,41.9,266.8,116.5,4.998,1267.7
2548,28.13,5.353,112.34,0.9178,41.15,268.4,116.16,5.279,1257.9
2549,27.39,5.315,112.01,0.9234,40.52,267.8,117.35,5.236,1239.9
2550,27.62,5.297,111.28,0.9298,40.7,266.2,117.45,5.186,1241.2
2551,27.84,5.367,111.17,0.9347,41.6,263.1,119.09,5.27,1234.2
2552,28.6,5.379,111.54,0.9296,41.92,263.5,119.13,5.336,1241.4
2553,28.32,5.379,111.2,0.9344,41.8,260.9,118.9,5.315,1253.8
2554,29.0,5.311,111.83,0.9296,42.1,262.4,120.04,5.35,1261.9
2555,28.39,5.307,111.49,0.9324,42.92,266.1,119.74,5.285,1264.7
2556,28.01,5.322,111.44,0.9329,42.99,271.5,119.54,5.072,1233.4
2557,28.0,5.301,112.01,0.9287,41.88,272.3,120.38,5.159,1180.2
2558,27.59,5.333,113.11,0.9147,41.65,267.5,119.74,5.006,1197.7
2559,26.41,5.269,113.7,0.9109,41.32,262.9,121.13,4.911,1166.7
2560,26.55,5.276,114.71,0.8984,41.48,260.3,122.39,4.927,1173.6
2561,26.74,5.274,115.32,0.8976,40.85,258.4,122.97,5.035,1150.5
2562,26.15,5.291,115.2,0.899,40.63,260.1,123.0,5.063,1170.8
2563,25.96,5.265,114.11,0.9096,40.33,260.8,122.28,5.287,1142.6
2564,26.8,5.282,115.53,0.8962,39.91,262.2,123.37,5.041,1122.1
2565,26.54,5.27,116.3,0.8883,38.85,261.4,123.53,5.212,1117.6
2566,27.3,5.311,115.94,0.89,38.45,261.7,122.68,5.273,1139.8
2567,27.48,5.368,115.21,0.896,39.12,262.1,122.69,5.322,1152.7
2568,27.75,5.459,115.43,0.8932,40.32,261.1,122.18,5.621,1182.2
2569,26.31,5.465,116.01,0.8858,39.33,259.7,122.28,5.384,1153.3
2570,26.32,5.499,116.6,0.8827,39.15,260.4,123.7,5.274,1148.0
2571,26.29,5.445,117.37,0.8778,40.5,259.2,126.25,5.025,1160.3
2572,25.59,5.489,117.34,0.8798,39.8,256.6,126.79,5.103,1145.9
2573,26.19,5.473,115.63,0.8981,38.95,257.9,125.56,5.115,1106.5
2574,27.12,5.478,115.08,0.9013,39.35,259.4,125.26,5.182,1103.2
2575,27.26,5.532,115.47,0.8967,40.47,259.1,124.03,5.422,1151.4
2576,27.06,5.46,114.75,0.9042,41.05,260.9,123.78,5.388,1128.4
2577,27.28,5.506,115.21,0.897,41.26,259.2,125.13,5.477,1137.6
2578,28.48,5.624,116.02,0.8889,42.0,258.2,124.38,5.559,1168.4
2579,28.18,5.617,116.13,0.8883,40.97,259.6,124.81,5.385,1165.9
2580,28.25,5.611,115.54,0.8926,41.0,260.9,123.61,5.381,1183.5
2581,28.79,5.687,116.18,0.8888,42.27,264.1,124.38,5.516,1179.7
2582,28.24,5.665,116.46,0.8839,42.35,261.8,123.3,5.248,1191.8
2583,27.95,5.658,116.13,0.8822,42.56,262.0,122.1,5.148,1238.2
2584,27.82,5.79,115.02,0.898,42.23,266.0,120.95,5.101,1253.7
2585,27.28,5.8,114.32,0.9022,42.59,265.4,122.55,5.128,1243.0
2586,27.61,5.718,114.77,0.8964,44.0,264.3,121.19,5.125,1224.4
2587,26.86,5.76,115.2,0.8942,43.74,264.7,122.29,5.078,1209.5
2588,27.29,5.773,114.98,0.8976,44.55,262.6,122.17,4.981,1228.8
2589,28.44,5.708,114.46,0.9032,44.42,264.5,123.27,4.891,1234.5
2590,28.27,5.8,115.62,0.8922,44.53,264.3,124.02,4.867,1253.0
2591,28.46,5.786,115.85,0.8881,44.3,264.4,123.54,4.695,1249.5
2592,28.94,5.739,115.3,0.893,44.4,264.8,122.03,4.641,1266.4
2593,27.8,5.706,115.16,0.8939,43.25,265.8,121.31,4.483,1267.4
2594,28.45,5.642,115.38,0.8897,43.05,266.7,121.39,4.527,1248.6
2595,28.36,5.676,114.93,0.8927,43.77,266.5,121.36,4.49,1266.6
2596,27.77,5.675,115.32,0.8901,44.09,266.5,121.15,4.239,1263.5
2597,27.39,5.738,116.08,0.8853,44.37,265.5,121.23,4.279,1261.2
2598,28.23,5.665,116.05,0.886,44.86,270.4,122.19,4.202,1255.5
2599,28.52,5.76,116.37,0.8815,44.05,269.5,122.67,4.348,1255.2
2600,28.55,5.851,116.84,0.8753,43.82,268.3,122.52,4.278,1245.7
2601,28.71,5.849,117.14,0.8743,44.53,268.7,123.32,4.394,1248.9
2602,28.98,5.895,116.79,0.8782,44.73,268.5,123.38,4.653,1249.4
2603,28.86,5.855,116.14,0.8834,44.75,272.4,123.55,4.298,1285.0
2604,28.91,5.766,116.12,0.8827,44.37,274.0,122.52,4.248,1288.5
2605,29.91,5.768,116.41,0.8814,45.1,287.8,123.52,4.291,1292.0
2606,29.98,5.741,116.52,0.8767,44.38,285.8,122.64,4.113,1312.8
2607,29.74,5.779,117.69,0.865,44.41,285.5,122.88,4.123,1309.4
2608,29.58,5.788,118.29,0.8565,43.63,284.0,120.18,4.113,1289.0
2609,28.41,5.843,118.36,0.8569,43.97,279.4,119.94,4.054,1293.2
2610,28.38,5.854,118.18,0.8612,44.05,278.2,120.65,3.973,1277.9
2611,28.66,5.86,118.22,0.8558,43.9,273.9,120.19,3.738,1267.9
2612,28.55,5.843,118.22,0.8568,44.44,267.4,120.33,3.981,1248.1
2613,28.37,5.756,119.07,0.8459,44.38,266.9,119.2,3.914,1255.8
2614,27.93,5.707,118.89,0.8477,44.48,268.0,119.29,3.93,1260.7
2615,28.13,5.697,119.19,0.8465,45.41,266.5,119.29,4.069,1267.1
2616,28.24,5.656,118.7,0.8541,45.77,267.1,120.25,3.892,1283.6
2617,27.72,5.651,119.36,0.8478,44.7,267.0,120.19,3.801,1270.0
2618,27.75,5.724,119.09,0.8506,44.59,267.3,120.18,3.79,1277.0
2619,28.33,5.738,119.21,0.8508,44.7,274.5,120.97,3.922,1265.0
2620,29.04,5.692,120.05,0.8432,44.85,268.9,121.91,4.179,1254.4
2621,29.18,5.652,119.61,0.8532,45.06,272.6,121.65,4.301,1255.8
2622,28.84,5.662,119.03,0.8548,44.99,273.1,122.1,4.112,1241.6
2623,29.04,5.651,117.99,0.8623,44.42,276.4,121.32,4.038,1219.9
2624,28.51,5.68,118.29,0.8615,44.45,272.3,122.92,3.979,1214.4
2625,27.55,5.702,118.36,0.8608,44.25,273.4,123.28,3.939,1208.4
2626,27.48,5.693,119.04,0.8539,44.19,274.4,122.81,3.981,1212.6
2627,26.5,5.664,119.13,0.8547,43.87,273.4,123.79,3.734,1223.1
2628,26.56,5.625,118.89,0.8543,44.2,273.6,124.63,3.747,1237.0
2629,26.83,5.574,118.91,0.8573,44.45,273.3,124.47,3.742,1225.3
2630,27.25,5.59,118.32,0.8588,44.26,274.7,123.85,3.446,1218.6
2631,26.98,5.655,118.07,0.8638,44.28,277.0,123.81,3.397,1216.8
2632,25.61,5.624,118.38,0.8592,43.61,272.8,124.36,3.182,1211.1
2633,25.56,5.681,120.01,0.8438,43.41,270.0,124.68,3.28,1226.2
2634,26.25,5.761,119.43,0.85,43.67,271.3,124.72,3.096,1224.4
2635,25.95,5.686,119.67,0.8484,43.85,270.1,124.12,3.117,1236.7
2636,26.24,5.721,119.6,0.8486,43.67,268.3,124.41,3.201,1234.5
2637,27.02,5.741,120.9,0.838,43.5,265.8,125.71,3.136,1219.2
2638,28.21,5.733,119.9,0.8475,43.4,266.6,125.88,3.218,1190.6
2639,27.59,5.689,119.89,0.8511,43.36,267.0,125.28,3.153,1198.8
2640,27.49,5.664,119.13,0.8548,42.88,266.7,125.32,3.282,1181.5
2641,27.11,5.69,118.64,0.8598,42.48,268.8,124.36,3.342,1180.2
2642,26.8,5.654,119.09,0.8534,42.73,267.1,123.79,3.428,1208.1
2643,26.59,5.625,119.33,0.8549,42.99,267.6,124.96,3.25,1215.7
2644,26.06,5.579,119.3,0.853,42.99,267.4,125.51,3.068,1202.5
2645,25.57,5.603,118.9,0.8599,42.65,268.6,124.87,3.165,1214.4
2646,24.89,5.516,117.38,0.8737,42.12,270.8,123.96,3.087,1207.7
2647,24.7,5.532,117.33,0.8711,43.08,269.7,123.31,2.939,1215.0
2648,25.59,5.55,117.21,0.8711,43.36,270.2,122.98,2.955,1210.8
2649,26.12,5.527,117.85,0.8691,42.5,269.1,124.45,2.978,1191.0
2650,26.31,5.525,117.12,0.8737,40.97,270.0,124.05,2.97,1171.7
2651,26.84,5.596,116.64,0.8808,42.13,267.8,123.59,3.276,1190.5
2652,26.73,5.579,116.74,0.8781,42.72,266.3,123.73,3.128,1202.9
2653,27.02,5.542,116.94,0.8777,42.73,270.2,123.51,3.167,1205.8
2654,26.63,5.516,117.2,0.8745,42.41,267.6,125.16,3.353,1204.5
2655,26.35,5.526,117.18,0.8762,41.76,269.2,125.06,3.296,1211.2
2656,26.77,5.528,116.56,0.8811,41.6,270.3,124.63,3.081,1215.9
2657,27.71,5.579,116.28,0.884,41.73,270.3,123.69,3.192,1220.8
2658,27.62,5.581,116.14,0.8844,41.26,270.8,123.68,2.971,1214.3
2659,27.74,5.595,116.42,0.8819,40.85,269.9,123.9,3.027,1200.5
2660,27.94,5.599,116.83,0.8776,41.38,269.9,123.63,2.971,1204.4
2661,27.54,5.509,116.54,0.8804,41.25,270.7,123.62,3.036,1183.5
2662,27.64,5.535,115.25,0.8924,40.95,276.2,121.79,2.956,1183.4
2663,28.05,5.506,115.29,0.8933,41.35,276.8,122.02,3.04,1190.2
2664,27.82,5.515,115.01,0.8964,41.4,278.6,122.49,2.999,1191.3
2665,28.01,5.509,114.39,0.9032,41.15,279.1,121.77,3.094,1186.7
2666,27.56,5.516,113.19,0.9142,41.5,278.4,119.6,3.468,1178.0
2667,27.4,5.474,113.08,0.9121,41.29,277.9,120.38,3.367,1181.7
2668,26.68,5.42,112.99,0.9182,40.47,282.0,120.26,3.303,1162.0
2669,27.18,5.457,113.4,0.9147,40.75,278.6,120.75,3.187,1171.4
2670,27.91,5.434,113.29,0.9178,40.39,277.4,119.56,3.166,1157.3
2671,26.37,5.438,113.27,0.9146,40.71,277.3,120.41,2.848,1165.3
2672,26.63,5.412,113.09,0.9153,40.89,277.7,119.88,2.811,1162.1
2673,26.9,5.449,113.33,0.915,41.7,274.9,120.04,2.706,1184.9
2674,26.67,5.461,113.39,0.9114,41.05,274.9,119.9,2.544,1179.2
2675,27.17,5.409,113.43,0.9126,40.51,274.4,120.06,2.415,1161.5
2676,27.05,5.365,113.54,0.9093,40.38,275.8,120.17,2.295,1148.6
2677,26.55,5.386,112.84,0.9165,40.15,277.5,119.4,2.395,1129.0
2678,27.2,5.371,113.42,0.9124,40.15,276.5,118.78,2.38,1133.6
2679,26.93,5.486,115.68,0.8886,40.75,273.7,119.27,2.359,1132.9
2680,26.95,5.479,115.6,0.8857,41.22,274.1,120.66,2.42,1131.7
2681,27.58,5.419,114.97,0.8961,40.9,275.0,120.87,2.44,1106.4
2682,28.03,5.373,114.05,0.9074,40.9,275.1,120.05,2.5,1085.8
2683,27.63,5.438,114.57,0.8981,41.24,273.7,121.03,2.392,1092.5
2684,29.53,5.354,113.10714285714286,0.9208,40.61714285714286,292.3,117.38,2.552,1061.8142857142857
2685,28.81,5.417,112.01,0.9244,40.15,291.5,117.88,2.369,1038.8
2686,27.7,5.547,111.92,0.9275,39.48,289.7,117.27,2.225,1032.7
2687,26.72,5.557,111.61,0.9268,38.41,292.3,117.61,2.102,1016.1
2688,26.59,5.628,111.87,0.9279,37.02,289.8,116.28,2.137,984.5
2689,25.97,5.589,113.04,0.9149,35.83,292.9,116.6,2.103,965.8
2690,22.01,5.576,112.84,0.917,35.86,290.9,117.52,1.91,1003.5
2691,21.81,5.569,112.28,0.9233,36.28,291.8,117.51,1.925,1012.3
2692,22.38,5.501,112.29,0.9233,36.01,294.8,117.73,1.83,1007.0
2693,22.74,5.441,112.98,0.9183,38.42,293.2,119.72,2.253,1018.6
2694,23.43,5.422,113.48,0.9117,39.4,294.0,119.56,2.244,1040.9
2695,23.28,5.375,113.0,0.9175,39.09,293.5,120.19,2.208,1038.5
2696,22.79,5.329,113.01,0.919,39.99,290.9,120.77,2.268,1051.3
2697,22.08,5.299,113.4,0.9146,39.84,291.0,120.63,2.32,1072.3
2698,22.63,5.303,113.16,0.9181,40.58,291.6,120.47,2.414,1069.6
2699,22.39,5.313,112.91,0.9185,40.69,292.5,120.53,2.227,1071.4
2700,22.45,5.315,112.59,0.9213,40.94,293.4,119.88,2.27,1062.4
2701,22.48,5.381,113.35,0.9132,41.06,289.7,120.11,2.388,1056.8
2702,22.53,5.364,113.7,0.9112,42.28,286.7,120.38,2.48,1081.0
2703,23.34,5.408,114.44,0.9024,42.09,282.6,121.4,2.531,1097.4
2704,22.5,5.432,113.89,0.9116,42.29,285.7,121.13,2.43,1091.7
2705,22.29,5.37,113.82,0.9094,41.65,282.7,120.82,2.378,1090.0
2706,22.0,5.346,113.92,0.9083,41.75,282.9,121.28,2.592,1097.5
2707,21.81,5.317,114.38,0.9038,41.44,284.0,121.25,2.418,1077.1
2708,21.31,5.321,114.35,0.9029,40.4,279.8,121.1,2.486,1068.6
2709,21.83,5.36,114.86,0.8992,40.54,280.7,121.22,2.681,1073.5
2710,21.76,5.387,115.75,0.8922,41.12,276.1,122.46,2.807,1089.9
2711,21.85,5.39,115.85,0.8902,40.87,276.5,122.56,2.681,1084.8
2712,22.33,5.336,115.6,0.8941,39.86,276.3,122.79,2.981,1085.2
2713,22.01,5.297,115.55,0.8924,40.56,278.2,122.88,2.938,1100.1
2714,22.03,5.274,115.65,0.8932,41.06,278.3,122.7,3.041,1104.6
2715,22.15,5.265,114.44,0.9047,40.68,279.7,121.96,3.202,1078.3
2716,21.87,5.203,114.35,0.9046,39.46,281.2,121.97,3.183,1059.8
2717,21.18,4.872,114.86,0.8998,39.45,280.5,122.41,3.291,1059.8
2718,20.39,4.801,114.46,0.9027,40.49,280.7,122.0,3.29,1084.1
2719,20.18,4.955,114.54,0.9023,39.76,280.8,121.7,3.248,1087.2
2720,20.02,4.851,114.54,0.8981,39.39,279.5,121.74,2.922,1102.8
2721,19.92,4.854,114.81,0.8951,39.47,280.2,121.18,2.88,1118.9
2722,20.09,4.79,114.98,0.8985,39.08,281.3,120.92,2.87,1115.8
2723,21.17,4.865,115.13,0.8928,39.5,277.1,120.14,2.96,1118.5
2724,22.22,4.88,115.09,0.8942,40.25,277.7,120.39,2.925,1120.3
2725,21.23,4.90775,115.34,0.8944,40.06,278.6,120.44,2.733,1118.3
2726,21.67,4.917,116.4,0.881,40.5,278.0,121.67,2.798,1139.1
2727,19.74,5.026,116.2,0.8831,38.7,278.0,121.58,2.676,1141.2
2728,17.45,5.238,116.51,0.8821,37.19,275.3,122.31,2.551,1142.2
2729,18.03,5.283,116.41,0.8842,37.54,274.9,122.93,2.637,1138.7
2730,17.72,5.243,116.93,0.8786,37.01,272.9,123.27,2.791,1151.1
2731,19.15,5.321,116.62,0.883,37.96,273.2,122.58,2.852,1142.7
2732,18.96,5.357,117.15,0.8791,37.88,273.1,123.11,2.813,1137.0
2733,18.69,5.375,117.11,0.8805,37.77,272.5,124.08,2.696,1157.4
2734,19.48,5.331,116.89,0.8834,37.35,273.4,123.94,2.606,1149.5
2735,19.22,5.356,116.17,0.8879,37.1,274.1,123.12,2.316,1128.5
2736,18.62,5.242,116.13,0.8876,37.45,274.7,123.87,2.561,1140.2
2737,19.44,5.286,116.13,0.8965,37.4,274.9,123.41,2.701,1139.5
2738,20.09,5.244,115.96,0.8916,37.66,277.9,124.1,2.634,1129.9
2739,19.65,5.208,116.08,0.8901,38.31,276.3,124.24,2.563,1144.8
2740,19.49,5.353,116.41,0.8883,38.88,274.6,124.15,2.491,1170.3
2741,18.54,5.461,115.63,0.895,37.33,275.0,124.72,2.565,1167.1
2742,19.04,5.604,116.15,0.8896,38.07,274.7,125.54,2.568,1158.3
2743,18.37,5.561,116.26,0.8908,37.55,273.0,126.04,2.747,1139.9
2744,18.08,5.541,116.05,0.8928,36.81,272.9,126.09,2.803,1136.8
2745,18.36,5.471,115.33,0.898,37.42,274.5,125.97,2.719,1137.1
2746,18.12,5.514,115.8,0.8926,36.44,274.6,126.08,2.756,1119.4
2747,19.23,5.586,114.93,0.9028,36.86,278.6,127.36,2.846,1123.1
2748,19.22,5.555,114.93,0.9021,37.47,278.3,127.56,2.686,1134.4
2749,19.36,5.521,115.15,0.9032,37.55,280.9,127.74,2.657,1142.9
2750,19.8,5.452,115.48,0.9006,38.35,276.0,128.01,2.616,1149.6
2751,19.28,5.415,115.59,0.9007,38.3,276.5,128.53,2.686,1139.9
2752,19.62,5.443,116.98,0.888,38.5,278.3,129.51,2.895,1144.9
2753,21.27,5.537,117.85,0.8801,39.6,279.6,130.82,2.911,1149.4
2754,20.9,5.472,117.57,0.883,39.79,277.7,131.67,2.555,1157.1
2755,20.41,5.54,117.26,0.8836,39.78,276.8,131.11,2.774,1161.0
2756,19.84,5.469,116.75,0.8909,39.3,279.0,131.67,2.57,1148.1
2757,21.01,5.558,115.79,0.9036,39.6,279.2,132.14,2.465,1154.7
2758,20.37,5.535,116.11,0.8996,39.66,278.5,131.68,2.268,1165.3
2759,21.62,5.549,116.33,0.895,40.0,279.2,130.92,2.275,1172.5
2760,21.48,5.488,116.33,0.8935,39.65,278.9,130.99,2.272,1164.9
2761,21.25,5.529,116.83,0.8931,39.7,279.2,132.69,2.281,1160.7
2762,20.18,5.496,117.01,0.8914,39.24,283.7,132.87,2.228,1155.1
2763,20.38,5.416,116.88,0.8914,39.39,287.4,132.64,2.185,1156.5
2764,19.68,5.372,116.64,0.8926,38.5,287.7,132.08,2.204,1145.6
2765,18.89,5.379,116.64,0.8944,38.64,285.7,132.02,2.25,1138.4
2766,18.9,5.338,117.29,0.8834,39.3,284.7,131.28,2.291,1146.2
2767,18.86,5.351,117.59,0.8829,38.5,287.6,131.88,2.394,1127.6
2768,17.97,5.403,117.85,0.8806,38.64,284.7,132.57,2.254,1138.9
2769,18.0,5.352,117.51,0.8843,38.4,283.4,132.55,2.236,1127.6
2770,18.34,5.389,117.75,0.8861,38.02,281.8,133.88,2.106,1119.3
2771,19.5,5.47,118.47,0.8779,38.9,278.9,134.43,2.076,1128.2
2772,19.7,5.444,118.64,0.8774,38.8,278.4,134.77,2.048,1132.2
2773,19.99,5.469,119.85,0.8661,39.16,279.1,134.37,2.037,1133.3
2774,20.05,5.47,120.04,0.8627,38.96,278.5,133.55,1.908,1133.1
2775,19.58,5.39,119.62,0.8655,37.95,281.4,133.31,2.006,1100.6
2776,19.08,5.433,119.73,0.8617,38.69,282.9,132.87,2.08,1113.6
2777,19.48,5.438,120.24,0.8585,39.05,282.9,134.59,2.138,1130.2
2778,20.38,5.394,119.79,0.8621,39.0,286.8,133.07,2.138,1122.2
2779,20.07,5.349,118.9,0.8706,38.35,290.1,132.34,2.117,1094.4
2780,20.07,5.345,119.4,0.8677,38.33,299.1,133.92,2.074,1090.0
2781,19.78,5.375,119.3,0.8676,38.92,298.3,133.73,2.101,1083.5
2782,19.64,5.411,119.07,0.871,38.3,300.6,133.68,2.15,1080.2
2783,20.26,5.375,118.98,0.8735,38.29,304.4,134.64,2.191,1096.2
2784,21.41,5.403,118.44,0.8764,38.5,300.8,133.38,2.286,1111.9
2785,20.73,5.455,118.25,0.8765,38.4,301.3,132.71,2.305,1107.5
2786,21.18,5.455,118.8,0.8712,38.64,300.0,133.38,2.245,1118.5
2787,21.23,5.413,118.43,0.8739,39.0,300.2,132.1,2.186,1116.5
2788,21.5,5.372,118.6,0.8734,38.9,298.9,132.61,2.206,1104.2
2789,20.88,5.386,118.36,0.8766,38.77,293.6,133.63,2.397,1083.3
2790,20.29,5.39,118.93,0.8694,38.99,292.6,133.74,2.385,1098.0
2791,20.95,5.37,119.16,0.8698,39.15,293.5,134.19,2.425,1081.0
2792,21.07,5.345,118.48,0.8757,40.72,293.5,134.01,2.449,1089.8
2793,20.48,5.366,119.13,0.8691,41.0,292.9,133.81,2.307,1109.4
2794,21.41,5.426,119.82,0.8638,40.72,298.2,134.59,2.388,1109.4
2795,21.29,5.37,119.57,0.8656,40.92,296.6,134.34,2.427,1109.9
2796,21.74,5.419,119.16,0.8686,41.3,297.1,133.67,2.357,1106.7
2797,22.4,5.509,119.4,0.8649,42.0,298.4,133.4,2.359,1131.8
2798,22.45,5.506,118.81,0.8696,42.65,297.1,132.16,2.488,1153.8
2799,23.17,5.492,118.57,0.8726,42.5,294.4,132.17,2.467,1146.1
2800,23.15,5.549,117.96,0.8766,43.21,293.9,130.67,2.566,1162.8
2801,23.71,5.661,116.8,0.8824,42.89,290.5,127.13,2.756,1157.5
2802,23.84,5.716,117.99,0.8739,42.91,290.3,128.52,2.8,1164.3
2803,24.31,5.723,117.73,0.8752,43.49,291.3,128.37,3.021,1168.3
2804,24.2,5.728,117.8,0.8758,44.0,293.8,128.95,3.018,1165.6
2805,24.16,5.747,117.96,0.8763,43.12,293.8,129.51,2.87,1154.1
2806,24.56,5.837,117.29,0.883,43.24,291.2,129.22,2.924,1153.0
2807,24.51,5.761,117.22,0.8824,43.61,290.1,129.19,3.076,1166.2
2808,25.11,5.74,117.5,0.8826,43.74,292.5,131.36,3.305,1165.5
2809,24.88,5.737,117.5,0.8826,43.8,293.0,131.99,3.256,1170.3
2810,24.9,5.825,117.22,0.8853,43.53,292.4,131.43,3.111,1151.8
2811,25.61,5.792,117.52,0.8822,43.53,293.1,132.03,3.431,1153.6
2812,25.35,5.815,118.05,0.877,43.47,297.6,132.86,3.326,1148.7
2813,24.99,5.803,118.1,0.8778,42.85,297.7,133.4,3.457,1131.9
2814,25.36,5.752,118.14,0.8769,43.74,296.8,133.04,3.472,1138.5
2815,25.87,5.761,118.54,0.8729,43.95,302.2,132.74,3.29,1144.6
2816,26.31,5.801,118.62,0.8704,43.83,303.7,132.66,3.283,1147.4
2817,26.88,5.832,117.77,0.8805,43.83,304.2,133.43,3.531,1146.5
2818,27.71,5.761,117.92,0.8794,44.38,307.0,133.35,3.654,1136.8
2819,27.56,5.72,117.68,0.8805,43.69,303.5,132.79,3.506,1125.4
2820,26.58,5.715,117.94,0.8776,43.15,302.0,132.36,3.333,1126.3
2821,26.21,5.669,117.69,0.879,42.63,301.0,131.69,3.275,1122.7
2822,26.54,5.716,118.2,0.8746,43.24,301.3,131.6,3.327,1125.3
2823,25.82,5.669,117.59,0.8811,42.72,299.5,130.91,3.201,1117.8
2824,26.13,5.707,117.51,0.8802,43.18,302.5,130.73,3.184,1130.5
2825,24.99,5.674,117.37,0.8825,42.4,303.0,131.57,3.103,1103.7
2826,23.47,5.648,117.74,0.8802,41.3,302.9,131.96,3.125,1111.0
2827,24.57,5.621,117.64,0.8793,41.6,300.7,132.15,3.43,1102.5
2828,24.75,5.666,117.37,0.8826,42.28,299.5,131.2,3.294,1128.4
2829,25.94,5.731,116.6,0.8905,42.22,302.8,130.69,3.477,1126.1
2830,26.18,5.7,116.39,0.8911,42.46,305.2,130.03,3.485,1124.5
2831,26.38,5.687,116.29,0.8922,42.52,303.0,130.34,3.527,1125.2
2832,26.27,5.676,116.43,0.8893,41.85,303.6,129.98,3.596,1107.8
2833,26.62,5.667,116.57,0.8887,41.35,304.6,130.23,3.591,1101.0
2834,26.38,5.626,116.15,0.893,40.3,304.8,129.58,3.419,1093.1
2835,26.73,5.626,115.45,0.8979,40.54,308.6,128.73,3.295,1091.5
2836,27.11,5.592,115.04,0.9018,40.0,312.1,127.83,3.319,1076.3
2837,27.57,5.628,114.89,0.9041,39.7,311.5,128.05,3.561,1065.5
2838,27.29,5.596,115.19,0.9002,40.17,309.2,128.54,3.795,1076.9
2839,26.75,5.567,114.54,0.9064,40.69,309.4,127.52,3.735,1086.5
2840,26.24,5.589,114.87,0.9032,40.8,308.6,127.89,3.684,1084.6
2841,26.62,5.537,113.59,0.9173,40.59,312.5,127.02,3.745,1073.4
2842,26.12,5.543,113.66,0.9184,39.25,311.5,127.13,3.595,1052.7
2843,26.63,5.537,113.92,0.9153,39.1,311.9,127.94,3.673,1049.5
2844,27.85,5.673,114.91,0.9046,40.01,308.5,128.88,3.746,1088.8
2845,27.68,5.636,114.52,0.9096,39.36,309.8,128.32,3.719,1073.0
2846,27.99,5.601,113.95,0.914,38.96,311.3,127.63,3.749,1055.0
2847,28.38,5.689,114.15,0.9116,40.01,310.9,127.83,3.783,1074.6
2848,29.36,5.749,115.09,0.9026,40.58,307.6,128.54,3.855,1097.3
2849,28.15,5.734,114.12,0.9125,39.71,309.0,127.62,3.64,1091.1
2850,27.95,5.684,114.13,0.9114,40.27,310.1,128.13,3.609,1098.2
2851,28.18,5.75,113.0,0.9205,40.2,310.9,125.98,3.598,1106.6
2852,28.33,5.699,112.82,0.9213,39.59,316.0,125.39,3.49,1091.9
2853,27.33,5.666,112.8,0.9202,39.77,316.1,124.15,3.395,1079.9
2854,26.37,5.643,112.33,0.9257,40.43,318.3,124.14,3.459,1086.0
2855,26.15,5.67,112.79,0.9211,40.9,322.8,125.07,3.438,1097.1
2856,25.88,5.667,112.8,0.9203,40.23,320.7,124.75,3.347,1083.8
2857,25.27,5.667,112.1,0.9282,39.84,324.1,124.57,3.28,1074.5
2858,25.76,5.627,111.49,0.9348,40.3,325.5,124.41,3.42,1067.7
2859,24.67,5.598,111.17,0.9372,39.35,326.7,123.28,3.222,1064.7
2860,25.31,5.617,111.81,0.9339,39.93,327.5,124.13,3.217,1067.1
2861,25.08,5.596,111.3,0.9413,39.08,327.7,123.59,3.242,1040.7
2862,25.33,5.627,111.09,0.9394,39.23,328.8,124.15,3.328,1040.7
2863,24.89,5.66,111.34,0.9391,39.56,322.1,124.44,3.26,1049.9
2864,24.79,5.608,110.83,0.9475,39.15,325.8,124.09,3.182,1029.2
2865,24.75,5.66,110.99,0.9438,39.42,325.4,124.36,3.204,1027.5
2866,24.29,5.609,111.1,0.9442,39.13,319.5,124.78,3.135,1030.7
2867,24.12,5.556,110.78,0.9484,39.03,320.5,125.29,3.132,1013.6
2868,24.64,5.544,111.0,0.9435,39.7,321.1,125.73,3.057,1020.3
2869,25.64,5.496,111.15,0.9432,39.36,318.5,124.88,3.211,1009.6
2870,25.94,5.415,110.76,0.9461,39.15,319.8,124.11,3.342,1007.3
2871,26.09,5.464,110.85,0.9446,40.03,318.1,124.31,3.377,1036.2
2872,25.43,5.465,110.2,0.9522,39.93,319.7,124.33,3.312,1037.1
